,Phase,FLDNAME,TBLNAME,CRFNAME,TEXT,TYPE,LENGTH,CODE,UNITS,target,OMOP
679,J-ADNI,s.m.,MMSE,Mini Mental State Exam,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
680,J-ADNI,s.m.,MEDHIST,Medical History,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
681,J-ADNI,s.m.,INCLUSIO,Inclusion Criteria,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
682,J-ADNI,s.m.,RECFHQ,Family History Questionnaire Subtable,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
683,J-ADNI,s.m.,GDSCALE,Geriatric Depression Scale,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
684,J-ADNI,s.m.,FHQ,Family History Questionnaire,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
685,J-ADNI,s.m.,REGISTRY,Registry,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
686,J-ADNI,s.m.,FAQ,Functional Assessment Questionnaire,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
687,J-ADNI,s.m.,EXCLUSIO,Exclusion Criteria,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
688,J-ADNI,s.m.,TREATDIS,Early Discontinuation and Withdrawal,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
689,J-ADNI,s.m.,CDR,Clinical Dementia Rating,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
690,J-ADNI,s.m.,BLSCHECK,Baseline Symptoms Checklist,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
691,J-ADNI,s.m.,BLCHANGE,Diagnostic Summary - Baseline Changes,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
692,J-ADNI,s.m.,ARM,,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
693,J-ADNI,s.m.,ADSXLIST,Diagnosis and Symptoms Checklist,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
694,J-ADNI,s.m.,ADASSCORES,ADAS Sub-Scores and Total Scores,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
695,J-ADNI,s.m.,ADAS,ADAS-Cognitive Behavior,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
696,J-ADNI,s.m.,VITALS,Vital Signs,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
697,J-ADNI,state,PHYSICAL,Physical Exam,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
698,J-ADNI,state,PDXCONV,Diagnostic Summary,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
699,J-ADNI,state,NPIQ,Neuropsychiatric Inventory Q,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
700,J-ADNI,state,NEUROEXM,Neurological Exam,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
701,J-ADNI,state,NEUROBAT,Neuropsychological Battery,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
702,J-ADNI,state,PTDEMOG,Participant Demographic Information,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
703,J-ADNI,state,MODHACH,Modified Hachinski,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
704,J-ADNI,state,MMSE,Mini Mental State Exam,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
705,J-ADNI,state,MEDHIST,Medical History,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
706,J-ADNI,state,INCLUSIO,Inclusion Criteria,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
707,J-ADNI,state,RECFHQ,Family History Questionnaire Subtable,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
708,J-ADNI,state,GDSCALE,Geriatric Depression Scale,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
709,J-ADNI,state,FHQ,Family History Questionnaire,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
710,J-ADNI,state,REGISTRY,Registry,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
711,J-ADNI,state,FAQ,Functional Assessment Questionnaire,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
712,J-ADNI,state,EXCLUSIO,Exclusion Criteria,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
713,J-ADNI,state,TREATDIS,Early Discontinuation and Withdrawal,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
714,J-ADNI,state,CDR,Clinical Dementia Rating,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
715,J-ADNI,state,BLSCHECK,Baseline Symptoms Checklist,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
716,J-ADNI,state,BLCHANGE,Diagnostic Summary - Baseline Changes,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
717,J-ADNI,state,ARM,,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
718,J-ADNI,state,ADSXLIST,Diagnosis and Symptoms Checklist,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
719,J-ADNI,state,ADASSCORES,ADAS Sub-Scores and Total Scores,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
720,J-ADNI,state,ADAS,ADAS-Cognitive Behavior,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
721,J-ADNI,state,VITALS,Vital Signs,status of data fixation,N,1,1��data cleaning completed at the data center; 0=data consistency confirmed by investigator,,country of residence,4216765.0
722,J-ADNI,SX,ADSXLIST,Diagnosis and Symptoms Checklist,,N,10 digits,,,No suitable variable found.,
723,J-ADNI,SX,NPIQ,Neuropsychiatric Inventory Q,,N,10 digits,,,No suitable variable found.,
724,J-ADNI,SX,FHQ,Family History Questionnaire,,N,10 digits,,,No suitable variable found.,
725,J-ADNI,SX,REGISTRY,Registry,,N,10 digits,,,No suitable variable found.,
726,J-ADNI,SX,MEDHIST,Medical History,,N,10 digits,,,No suitable variable found.,
727,J-ADNI,SX,GDSCALE,Geriatric Depression Scale,,N,10 digits,,,No suitable variable found.,
728,J-ADNI,SX,RECFHQ,Family History Questionnaire Subtable,,N,10 digits,,,No suitable variable found.,
729,J-ADNI,SX,INCLUSIO,Inclusion Criteria,,N,10 digits,,,No suitable variable found.,
730,J-ADNI,SX,PDXCONV,Diagnostic Summary,,N,10 digits,,,No suitable variable found.,
731,J-ADNI,SX,ARM,,,N,10 digits,,,No suitable variable found.,
732,J-ADNI,SX,VITALS,Vital Signs,,N,10 digits,,,No suitable variable found.,
733,J-ADNI,SX,NEUROEXM,Neurological Exam,,N,10 digits,,,No suitable variable found.,
734,J-ADNI,SX,NEUROBAT,Neuropsychological Battery,,N,10 digits,,,No suitable variable found.,
735,J-ADNI,SX,PTDEMOG,Participant Demographic Information,,N,10 digits,,,No suitable variable found.,
736,J-ADNI,SX,PHYSICAL,Physical Exam,,N,10 digits,,,No suitable variable found.,
737,J-ADNI,SX,BLCHANGE,Diagnostic Summary - Baseline Changes,,N,10 digits,,,No suitable variable found.,
738,J-ADNI,SX,BLSCHECK,Baseline Symptoms Checklist,,N,10 digits,,,No suitable variable found.,
739,J-ADNI,SX,CDR,Clinical Dementia Rating,,N,10 digits,,,No suitable variable found.,
740,J-ADNI,SX,TREATDIS,Early Discontinuation and Withdrawal,,N,10 digits,,,No suitable variable found.,
741,J-ADNI,SX,ADAS,ADAS-Cognitive Behavior,,N,10 digits,,,No suitable variable found.,
742,J-ADNI,SX,ADASSCORES,ADAS Sub-Scores and Total Scores,,N,10 digits,,,No suitable variable found.,
743,J-ADNI,SX,MODHACH,Modified Hachinski,,N,10 digits,,,No suitable variable found.,
744,J-ADNI,SX,EXCLUSIO,Exclusion Criteria,,N,10 digits,,,No suitable variable found.,
745,J-ADNI,SX,FAQ,Functional Assessment Questionnaire,,N,10 digits,,,No suitable variable found.,
746,J-ADNI,SX,MMSE,Mini Mental State Exam,,N,10 digits,,,No suitable variable found.,
747,J-ADNI,TOTAL11,ADASSCORES,ADAS Sub-Scores and Total Scores,Classic 70 point total. Excludes Q4 (Delayed Word Recall) and Q14 (Number Cancellation).,N,"5,2",,,No suitable variable found.,
748,J-ADNI,TOTALMOD,ADASSCORES,ADAS Sub-Scores and Total Scores,85 point total includingQ4 (Delayed Word Recall) and Q14 (Number Cancellation).,N,"5,2",,,No suitable variable found.,
749,J-ADNI,TRAAERRCOM,NEUROBAT,Neuropsychological Battery,Errors of Commission,N,2,,,No suitable variable found.,
750,J-ADNI,TRAAERROM,NEUROBAT,Neuropsychological Battery,Errors of Omission,N,2,,,No suitable variable found.,
751,J-ADNI,TRAASCOR,NEUROBAT,Neuropsychological Battery,Part A - Time to Complete,N,3,,,No suitable variable found.,
752,J-ADNI,TRABERRCOM,NEUROBAT,Neuropsychological Battery,Errors of Commission,N,2,,,No suitable variable found.,
753,J-ADNI,TRABERROM,NEUROBAT,Neuropsychological Battery,Errors of Omission,N,2,,,No suitable variable found.,
754,J-ADNI,TRABSCOR,NEUROBAT,Neuropsychological Battery,Part B - Time to complete,N,3,,,trail making test (tmt) b,4165596.0
755,J-ADNI,TYPE,ARM,,ID Type,T,20,S=Study Participant;P=Phantom;V=Volunteer,,participant id,46234739.0
756,J-ADNI,USERDATE,PHYSICAL,Physical Exam,Date record created,S,100 digits,,,patient qualification,
757,J-ADNI,USERDATE,PDXCONV,Diagnostic Summary,Date record created,S,100 digits,,,patient qualification,
758,J-ADNI,USERDATE,NPIQ,Neuropsychiatric Inventory Q,Date record created,S,100 digits,,,patient qualification,
759,J-ADNI,USERDATE,NEUROEXM,Neurological Exam,Date record created,S,100 digits,,,patient qualification,
760,J-ADNI,USERDATE,NEUROBAT,Neuropsychological Battery,Date record created,S,100 digits,,,patient qualification,
761,J-ADNI,USERDATE,PTDEMOG,Participant Demographic Information,Date record created,S,100 digits,,,patient qualification,
762,J-ADNI,USERDATE,MODHACH,Modified Hachinski,Date record created,S,100 digits,,,patient qualification,
763,J-ADNI,USERDATE,MMSE,Mini Mental State Exam,Date record created,S,100 digits,,,patient qualification,
764,J-ADNI,USERDATE,MEDHIST,Medical History,Date record created,S,100 digits,,,patient qualification,
765,J-ADNI,USERDATE,INCLUSIO,Inclusion Criteria,Date record created,S,100 digits,,,patient qualification,
766,J-ADNI,USERDATE,RECFHQ,Family History Questionnaire Subtable,Date record created,S,100 digits,,,patient qualification,
767,J-ADNI,USERDATE,GDSCALE,Geriatric Depression Scale,Date record created,S,100,,,patient qualification,
768,J-ADNI,USERDATE,FHQ,Family History Questionnaire,Date record created,S,100 digits,,,patient qualification,
769,J-ADNI,USERDATE,REGISTRY,Registry,Date record created,S,100 digits,,,patient qualification,
770,J-ADNI,USERDATE,FAQ,Functional Assessment Questionnaire,Date record created,S,100 digits,,,patient qualification,
771,J-ADNI,USERDATE,EXCLUSIO,Exclusion Criteria,Date record created,S,100 digits,,,patient qualification,
772,J-ADNI,USERDATE,TREATDIS,Early Discontinuation and Withdrawal,Date record created,S,100 digits,,,patient qualification,
773,J-ADNI,USERDATE,CDR,Clinical Dementia Rating,Date record created,S,100 digits,,,patient qualification,
774,J-ADNI,USERDATE,BLSCHECK,Baseline Symptoms Checklist,Date record created,S,100 digits,,,patient qualification,
775,J-ADNI,USERDATE,BLCHANGE,Diagnostic Summary - Baseline Changes,Date record created,S,100 digits,,,patient qualification,
776,J-ADNI,USERDATE,ARM,,Date record created,S,100 digits,,,patient qualification,
777,J-ADNI,USERDATE,ADSXLIST,Diagnosis and Symptoms Checklist,Date record created,S,100 digits,,,patient qualification,
778,J-ADNI,USERDATE,ADASSCORES,ADAS Sub-Scores and Total Scores,Date record created,S,100 digits,,,patient qualification,
779,J-ADNI,USERDATE,ADAS,ADAS-Cognitive Behavior,Date record created,S,100 digits,,,patient qualification,
780,J-ADNI,USERDATE,VITALS,Vital Signs,Date record created,S,100 digits,,,patient qualification,
781,J-ADNI,USERDATE2,VITALS,Vital Signs,Date record last updated,S,100 digits,,,No suitable variable found.,
782,J-ADNI,USERDATE2,BLCHANGE,Diagnostic Summary - Baseline Changes,Date record last updated,S,100 digits,,,No suitable variable found.,
783,J-ADNI,USERDATE2,BLSCHECK,Baseline Symptoms Checklist,Date record last updated,S,100 digits,,,No suitable variable found.,
784,J-ADNI,USERDATE2,CDR,Clinical Dementia Rating,Date record last updated,S,100 digits,,,No suitable variable found.,
785,J-ADNI,USERDATE2,TREATDIS,Early Discontinuation and Withdrawal,Date record last updated,S,100 digits,,,No suitable variable found.,
786,J-ADNI,USERDATE2,MODHACH,Modified Hachinski,Date record last updated,S,100 digits,,,No suitable variable found.,
787,J-ADNI,USERDATE2,PHYSICAL,Physical Exam,Date record last updated,S,100 digits,,,No suitable variable found.,
788,J-ADNI,USERDATE2,REGISTRY,Registry,Date record last updated,S,100 digits,,,No suitable variable found.,
789,J-ADNI,USERDATE2,MEDHIST,Medical History,Date record last updated,S,100 digits,,,No suitable variable found.,
790,J-ADNI,USERDATE2,ADAS,ADAS-Cognitive Behavior,Date record last updated,S,100 digits,,,No suitable variable found.,
791,J-ADNI,USERDATE2,FAQ,Functional Assessment Questionnaire,Date record last updated,S,100 digits,,,No suitable variable found.,
792,J-ADNI,USERDATE2,PDXCONV,Diagnostic Summary,Date record last updated,S,100 digits,,,No suitable variable found.,
793,J-ADNI,USERDATE2,RECFHQ,Family History Questionnaire Subtable,Date record last updated,S,100 digits,,,No suitable variable found.,
794,J-ADNI,USERDATE2,ADASSCORES,ADAS Sub-Scores and Total Scores,Date record last updated,S,100 digits,,,No suitable variable found.,
795,J-ADNI,USERDATE2,NPIQ,Neuropsychiatric Inventory Q,Date record last updated,S,100 digits,,,No suitable variable found.,
796,J-ADNI,USERDATE2,INCLUSIO,Inclusion Criteria,Date record last updated,S,100 digits,,,No suitable variable found.,
797,J-ADNI,USERDATE2,ADSXLIST,Diagnosis and Symptoms Checklist,Date record last updated,S,100 digits,,,No suitable variable found.,
798,J-ADNI,USERDATE2,ARM,,Date record last updated,S,100 digits,,,No suitable variable found.,
799,J-ADNI,USERDATE2,NEUROEXM,Neurological Exam,Date record last updated,S,100 digits,,,No suitable variable found.,
800,J-ADNI,USERDATE2,EXCLUSIO,Exclusion Criteria,Date record last updated,S,100 digits,,,No suitable variable found.,
801,J-ADNI,USERDATE2,NEUROBAT,Neuropsychological Battery,Date record last updated,S,100 digits,,,No suitable variable found.,
802,J-ADNI,USERDATE2,GDSCALE,Geriatric Depression Scale,Date record last updated,S,100 digits,,,No suitable variable found.,
803,J-ADNI,USERDATE2,MMSE,Mini Mental State Exam,Date record last updated,S,100 digits,,,No suitable variable found.,
804,J-ADNI,USERDATE2,PTDEMOG,Participant Demographic Information,Date record last updated,S,100 digits,,,No suitable variable found.,
805,J-ADNI,USERDATE2,FHQ,Family History Questionnaire,Date record last updated,S,100 digits,,,No suitable variable found.,
806,J-ADNI,USERID,GDSCALE,Geriatric Depression Scale,,T,100 characters,,,patient qualification,
807,J-ADNI,USERID,FHQ,Family History Questionnaire,,T,100 characters,,,patient qualification,
808,J-ADNI,USERID,REGISTRY,Registry,,T,100 characters,,,patient qualification,
809,J-ADNI,USERID,MEDHIST,Medical History,,T,100 characters,,,patient qualification,
810,J-ADNI,USERID,FAQ,Functional Assessment Questionnaire,,T,100 characters,,,patient qualification,
811,J-ADNI,USERID,MMSE,Mini Mental State Exam,,T,100 characters,,,patient qualification,
812,J-ADNI,USERID,VITALS,Vital Signs,,T,100 characters,,,patient qualification,
813,J-ADNI,USERID,EXCLUSIO,Exclusion Criteria,,T,100 characters,,,patient qualification,
814,J-ADNI,USERID,MODHACH,Modified Hachinski,,T,100 characters,,,patient qualification,
815,J-ADNI,USERID,TREATDIS,Early Discontinuation and Withdrawal,,T,100 characters,,,patient qualification,
816,J-ADNI,USERID,CDR,Clinical Dementia Rating,,T,100 characters,,,patient qualification,
817,J-ADNI,USERID,BLSCHECK,Baseline Symptoms Checklist,,T,100 characters,,,patient qualification,
818,J-ADNI,USERID,BLCHANGE,Diagnostic Summary - Baseline Changes,,T,100 characters,,,patient qualification,
819,J-ADNI,USERID,PTDEMOG,Participant Demographic Information,,T,100 characters,,,patient qualification,
820,J-ADNI,USERID,NEUROBAT,Neuropsychological Battery,,T,100 characters,,,patient qualification,
821,J-ADNI,USERID,NEUROEXM,Neurological Exam,,T,100 characters,,,patient qualification,
822,J-ADNI,USERID,ARM,,,T,100 characters,,,patient qualification,
823,J-ADNI,USERID,ADSXLIST,Diagnosis and Symptoms Checklist,,T,100 characters,,,patient qualification,
824,J-ADNI,USERID,NPIQ,Neuropsychiatric Inventory Q,,T,100 characters,,,patient qualification,
825,J-ADNI,USERID,PDXCONV,Diagnostic Summary,,T,100 characters,,,patient qualification,
826,J-ADNI,USERID,ADASSCORES,ADAS Sub-Scores and Total Scores,,T,100 characters,,,patient qualification,
827,J-ADNI,USERID,ADAS,ADAS-Cognitive Behavior,,T,100 characters,,,patient qualification,
828,J-ADNI,USERID,INCLUSIO,Inclusion Criteria,,T,100 characters,,,patient qualification,
829,J-ADNI,USERID,RECFHQ,Family History Questionnaire Subtable,,T,100 characters,,,patient qualification,
830,J-ADNI,USERID,PHYSICAL,Physical Exam,,T,100 characters,,,patient qualification,
831,J-ADNI,USERID2,RECFHQ,Family History Questionnaire Subtable,,T,100 characters,,,patient qualification,
832,J-ADNI,USERID2,PDXCONV,Diagnostic Summary,,T,100 characters,,,patient qualification,
833,J-ADNI,USERID2,PTDEMOG,Participant Demographic Information,,T,100 characters,,,patient qualification,
834,J-ADNI,USERID2,FAQ,Functional Assessment Questionnaire,,T,100 characters,,,patient qualification,
835,J-ADNI,USERID2,ADAS,ADAS-Cognitive Behavior,,T,100 characters,,,patient qualification,
836,J-ADNI,USERID2,MEDHIST,Medical History,,T,100 characters,,,patient qualification,
837,J-ADNI,USERID2,REGISTRY,Registry,,T,100 characters,,,patient qualification,
838,J-ADNI,USERID2,CDR,Clinical Dementia Rating,,T,100 characters,,,patient qualification,
839,J-ADNI,USERID2,GDSCALE,Geriatric Depression Scale,,T,100 characters,,,patient qualification,
840,J-ADNI,USERID2,FHQ,Family History Questionnaire,,T,100 characters,,,patient qualification,
841,J-ADNI,USERID2,MODHACH,Modified Hachinski,,T,100 characters,,,patient qualification,
842,J-ADNI,USERID2,TREATDIS,Early Discontinuation and Withdrawal,,T,100 characters,,,patient qualification,
843,J-ADNI,USERID2,MMSE,Mini Mental State Exam,,T,100 characters,,,patient qualification,
844,J-ADNI,USERID2,NEUROBAT,Neuropsychological Battery,,T,100 characters,,,patient qualification,
845,J-ADNI,USERID2,BLCHANGE,Diagnostic Summary - Baseline Changes,,T,100 characters,,,patient qualification,
846,J-ADNI,USERID2,EXCLUSIO,Exclusion Criteria,,T,100 characters,,,patient qualification,
847,J-ADNI,USERID2,NEUROEXM,Neurological Exam,,T,100 characters,,,patient qualification,
848,J-ADNI,USERID2,VITALS,Vital Signs,,T,100 characters,,,patient qualification,
849,J-ADNI,USERID2,ARM,,,T,100 characters,,,patient qualification,
850,J-ADNI,USERID2,BLSCHECK,Baseline Symptoms Checklist,,T,100 characters,,,patient qualification,
851,J-ADNI,USERID2,PHYSICAL,Physical Exam,,T,100 characters,,,patient qualification,
852,J-ADNI,USERID2,INCLUSIO,Inclusion Criteria,,T,100 characters,,,patient qualification,
853,J-ADNI,USERID2,ADSXLIST,Diagnosis and Symptoms Checklist,,T,100 characters,,,patient qualification,
854,J-ADNI,USERID2,NPIQ,Neuropsychiatric Inventory Q,,T,100 characters,,,patient qualification,
855,J-ADNI,USERID2,ADASSCORES,ADAS Sub-Scores and Total Scores,,T,100 characters,,,patient qualification,
856,J-ADNI,VERIFY,PHYSICAL,Physical Exam,,N,1 digit,,,patient qualification,
857,J-ADNI,VERIFY,ADAS,ADAS-Cognitive Behavior,,N,1 digit,,,patient qualification,
858,J-ADNI,VERIFY,FHQ,Family History Questionnaire,,N,1 digit,,,patient qualification,
859,J-ADNI,VERIFY,ADSXLIST,Diagnosis and Symptoms Checklist,,N,1 digit,,,patient qualification,
860,J-ADNI,VERIFY,VITALS,Vital Signs,,N,1 digit,,,patient qualification,
861,J-ADNI,VERIFY,INCLUSIO,Inclusion Criteria,,N,1 digit,,,patient qualification,
862,J-ADNI,VERIFY,NEUROEXM,Neurological Exam,,N,1 digit,,,patient qualification,
863,J-ADNI,VERIFY,ADASSCORES,ADAS Sub-Scores and Total Scores,,N,1 digit,,,patient qualification,
864,J-ADNI,VERIFY,PTDEMOG,Participant Demographic Information,,N,1 digit,,,patient qualification,
865,J-ADNI,VERIFY,NEUROBAT,Neuropsychological Battery,,N,1 digit,,,patient qualification,
866,J-ADNI,VERIFY,RECFHQ,Family History Questionnaire Subtable,,N,1 digit,,,patient qualification,
867,J-ADNI,VERIFY,PDXCONV,Diagnostic Summary,,N,1 digit,,,patient qualification,
868,J-ADNI,VERIFY,REGISTRY,Registry,,N,1 digit,,,patient qualification,
869,J-ADNI,VERIFY,CDR,Clinical Dementia Rating,,N,1 digit,,,patient qualification,
870,J-ADNI,VERIFY,FAQ,Functional Assessment Questionnaire,,N,1 digit,,,patient qualification,
871,J-ADNI,VERIFY,GDSCALE,Geriatric Depression Scale,,N,1 digit,,,patient qualification,
872,J-ADNI,VERIFY,NPIQ,Neuropsychiatric Inventory Q,,N,1 digit,,,patient qualification,
873,J-ADNI,VERIFY,MODHACH,Modified Hachinski,,N,1 digit,,,patient qualification,
874,J-ADNI,VERIFY,MEDHIST,Medical History,,N,1 digit,,,patient qualification,
875,J-ADNI,VERIFY,EXCLUSIO,Exclusion Criteria,,N,1 digit,,,patient qualification,
876,J-ADNI,VERIFY,BLSCHECK,Baseline Symptoms Checklist,,N,1 digit,,,patient qualification,
877,J-ADNI,VERIFY,BLCHANGE,Diagnostic Summary - Baseline Changes,,N,1 digit,,,patient qualification,
878,J-ADNI,VERIFY,MMSE,Mini Mental State Exam,,N,1 digit,,,patient qualification,
879,J-ADNI,VERIFY,TREATDIS,Early Discontinuation and Withdrawal,,N,1 digit,,,patient qualification,
880,J-ADNI,VISCODE,MMSE,Mini Mental State Exam,,T,20 characters,,,No suitable variable found.,
881,J-ADNI,VISCODE,BLSCHECK,Baseline Symptoms Checklist,,T,20 characters,,,No suitable variable found.,
882,J-ADNI,VISCODE,BLCHANGE,Diagnostic Summary - Baseline Changes,,T,20 characters,,,No suitable variable found.,
883,J-ADNI,VISCODE,RECFHQ,Family History Questionnaire Subtable,,T,20 characters,,,No suitable variable found.,
884,J-ADNI,VISCODE,MODHACH,Modified Hachinski,,T,20 characters,,,No suitable variable found.,
885,J-ADNI,VISCODE,PTDEMOG,Participant Demographic Information,,T,20 characters,,,No suitable variable found.,
886,J-ADNI,VISCODE,EXCLUSIO,Exclusion Criteria,,T,20 characters,,,No suitable variable found.,
887,J-ADNI,VISCODE,PHYSICAL,Physical Exam,,T,20 characters,,,No suitable variable found.,
888,J-ADNI,VISCODE,NEUROBAT,Neuropsychological Battery,,T,20 characters,,,No suitable variable found.,
889,J-ADNI,VISCODE,NEUROEXM,Neurological Exam,,T,20 characters,,,No suitable variable found.,
890,J-ADNI,VISCODE,VITALS,Vital Signs,,T,20 characters,,,No suitable variable found.,
891,J-ADNI,VISCODE,NPIQ,Neuropsychiatric Inventory Q,,T,20 characters,,,No suitable variable found.,
892,J-ADNI,VISCODE,FAQ,Functional Assessment Questionnaire,,T,20 characters,,,No suitable variable found.,
893,J-ADNI,VISCODE,ADSXLIST,Diagnosis and Symptoms Checklist,,T,20 characters,,,No suitable variable found.,
894,J-ADNI,VISCODE,PDXCONV,Diagnostic Summary,,T,20 characters,,,No suitable variable found.,
895,J-ADNI,VISCODE,INCLUSIO,Inclusion Criteria,,T,20 characters,,,No suitable variable found.,
896,J-ADNI,VISCODE,ADASSCORES,ADAS Sub-Scores and Total Scores,,T,20 characters,,,No suitable variable found.,
897,J-ADNI,VISCODE,ADAS,ADAS-Cognitive Behavior,,T,20 characters,,,No suitable variable found.,
898,J-ADNI,VISCODE,FHQ,Family History Questionnaire,,T,20 characters,,,No suitable variable found.,
899,J-ADNI,VISCODE,GDSCALE,Geriatric Depression Scale,,T,20 characters,,,No suitable variable found.,
900,J-ADNI,VISCODE,REGISTRY,Registry,,T,20 characters,,,No suitable variable found.,
901,J-ADNI,VISCODE,TREATDIS,Early Discontinuation and Withdrawal,,T,20 characters,,,No suitable variable found.,
902,J-ADNI,VISCODE,MEDHIST,Medical History,,T,20 characters,,,No suitable variable found.,
903,J-ADNI,VISCODE,CDR,Clinical Dementia Rating,,T,20 characters,,,No suitable variable found.,
904,J-ADNI,VSBPDIA,VITALS,Vital Signs,Diastolic - mmHg,N,3,36..130,,No suitable variable found.,
905,J-ADNI,VSBPSYS,VITALS,Vital Signs,Systolic - mmHg,N,3,76..250,,No suitable variable found.,
906,J-ADNI,VSCOMM,VITALS,Vital Signs,7. Comments regarding vital signs:,T,1000,,,No suitable variable found.,
907,J-ADNI,VSHEIGHT,VITALS,Vital Signs,2a. Height,N,"4,1",,,No suitable variable found.,
908,J-ADNI,VSHTUNIT,VITALS,Vital Signs,2b. Height Units,N,1,1=inches; 2=centimeters,,No suitable variable found.,
909,J-ADNI,VSPULSE,VITALS,Vital Signs,4. Seated Pulse Rate (per minute),N,3,40..130,,No suitable variable found.,
910,J-ADNI,VSRESP,VITALS,Vital Signs,5. Respirations (per minute),N,2,6..40,,No suitable variable found.,
911,J-ADNI,VSTEMP,VITALS,Vital Signs,6a. Temperature,N,"4,1",,,No suitable variable found.,
912,J-ADNI,VSTMPSRC,VITALS,Vital Signs,6b. Temperature Source,N,1,1=Oral; 2=Tympanic; 3=Other,,No suitable variable found.,
913,J-ADNI,VSTMPUNT,VITALS,Vital Signs,6c. Temperature Units,N,1,1=Fahrenheit; 2=Celsius,,No suitable variable found.,
914,J-ADNI,VSWEIGHT,VITALS,Vital Signs,1a. Weight,N,"4,1",,,weight,37111521.0
