var_1,description_1,var_2,description_2,label
Right Sulcus Calcarine Meancurv From Qdec,,lh_S_occipital_ant_meancurv,Left_sulcus_occipital_anterior_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Sulcus Temporal Sup Volume From Qdec,,Patient'sBirthDate,,0
Left Gyrus Cingul-Post-dorsal Volume From Qdec,,(S_cingul-Marginalis)ThickAvg,,0
Right Amygdala Volume,,Right_Amygdala,,1
Right Sulcus Occipital Anterior Thickness From Qdec,,(S_occipital_ant)ThickAvg,,1
Left Pars Opercularis Mean Cortical Thickness,,rh_S_central_thickness,,0
Sibling AD,,lh_G_subcallosal_area,,0
Left Isthmuscingulate Meancurv From Qdec,,lh_(isthmuscingulate)MeanCurv,,1
Right Sulcus Collat Transv Posterior Meancurv From Qdec,,(S_collat_transv_post)MeanCurv,,1
Left Isthmuscingulate Volume From Qdec aparc,,lh_isthmuscingulate_volume,Left_isthmuscingulate_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Anxiety,"A feeling of worry, nervousness, or unease about something with an uncertain outcome.",ans,"Neuropsychiatric_inventory_(NPI)-Anxiety:_presence_of_anxiety_during_the_last_5_years-Was_the_patient_very_nervous,_worried,_or_frightened_for_no_apparent_reason?_Does_he/she_seem_very_tense_or_fidgety?_Is_the_patient_afraid_to_be_apart_from_you?_",1
Left Caudal Middle Frontal Gray Matter Volume,,rh_entorhinal_thickness,Right_entorightinal_thickness_from_Qdec_rh.aparc.thickness.stats_file,0
Right Precentral Gray Matter Volume,,rh_S_subparietal_thickness,,0
White-matter-Right-lingual-from Qdec Wmparc,,rh_precentral_thickness,,0
White-matter-Right-rostralanteriorcingulate-from Qdec Wmparc,White-matter-Right-rostralanteriorcingulate-from_Qdec_wmparc.volume.stats_file,rh_entorhinal_volume,Right_entorightinal_volume_from_Qdec_rh.aparc.volume.stats_file,0
Left Caudal Anterior Cingulate Area,,rh_G_temp_sup-Lateral_meancurv,,0
Right Rostralanteriorcingulate Meancurv From Qdec,,(G_pariet_inf-Angular)SurfArea,,0
Right Gyrus Oc-temp Lat-fusifor Area From Qdec,,rh_G_oc-temp_lat-fusifor_area,,1
Neuropsychiatric Inventory (NPI),Neuropsychiatric Inventory (NPI) Total of (Frequency Sub-total) x (Severity Sub-total).,(G_cuneus)GrayVol,,0
Right Sulcus Calcarine Volume,,rh_S_calcarine_volume,Right_sulcus_calcarine_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Cuneus Volume Gray Matter,,rh_S_oc-temp_med_and_Lingual_thickness,Right_sulcus_oc-temp_med_and_Lingual_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Transverse Temporal Area,,rh_inferiorparietal_volume,Right_inferiorparietal_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Sulcus Calcarine Area From Qdec,,(S_calcarine)SurfArea,,1
Right Sulcus Central Volume From Qdec,,rh_G_and_S_subcentral_thickness,,0
Brain Stem Grey Matter Volume,,Brain-Stem,Brain-Stem_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Right Gyrus Parietal Sup Volume From Qdec,,rh_G_and_S_subcentral_thickness,Right_gyrus_and_sulcus_subcentral_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Right Sulcus Orbital Med-olfact Meancurv From Qdec,,(Right-Amygdala)Volume_mm3,,0
Right Gyrus Cuneus Area From Qdec,,rh_G_cuneus_area,Right_gyrus_cuneus_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Marital Status,A demographic parameter indicating a person's current conjugal status.,lh_insula_area,,0
Right Paracentral Grey Matter Volume,,RPARCEN,,1
Left Pole Temporal Volume From Qdec,,lh_Pole_temporal_volume,,1
Right Sulcus Cingul-Marginalis Thickness From Qdec,,(S_cingul-Marginalis)ThickAvg,,1
Left Posterior Cingulate Gray Matter Volume,,lh_posteriorcingulate_volume,,1
Left Sulcus Subparietal Thickness From Qdec,,lh_S_subparietal_thickness,,1
Right Sulcus Frontal Middle Area From Qdec,,rh_WhiteSurfArea_area,,0
Left Gyrus Temp Sup-Plan Polar Meancurv From Qdec,,lh_G_temp_sup-Plan_polar_meancurv,Left_gyrus_temp_sup-Plan_polar_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Entorhinal Area,,lh_(entorhinal)SurfArea,,1
Left Gyrus Oc-temp Med-Lingual Meancurv From Qdec,,rh_G_pariet_inf-Angular_meancurv,Right_gyrus_pariet_inf-Angular_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Sulcus Parieto Occipital Meancurv From Qdec,,lh_S_parieto_occipital_meancurv,Left_sulcus_parieto_occipital_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Left Gyrus Temporal Middle Thickness From Qdec,,lh_G_temporal_middle_thickness,Left_gyrus_temporal_middle_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Gyrus And Sulcus Paracentral Thickness From Qdec,,RightSuperiorfrontal,Volume of right superior frontal,0
Left Superiorfrontal Area,,lh_superiorfrontal_area,Left_superiorfrontal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),1
Right Postcentral Area,,hxbp,6. High blood pressure?,0
Right Sulcus Circular Insula Inferior Thickness From Qdec,,(S_circular_insula_inf)ThickAvg,,1
Left Gyrus Temp Sup-Plan Tempo Meancurv From Qdec,,lh_precentral_volume,,0
Left Gyrus And Sulcus Paracentral Thickness From Qdec,,lh_G_and_S_paracentral_thickness,Left_gyrus_and_sulcus_paracentral_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Schizophrenia,"A major psychotic disorder characterized by abnormalities in the perception or expression of reality. It affects the cognitive and psychomotor functions. Common clinical signs and symptoms include delusions, hallucinations, disorganized thinking, and retreat from reality.",EXPSYCH,,1
pTau in CSF,,ptau_result,,1
AV45 PET,Florbetapir F18 Positron Emission Tomography,(S_collat_transv_ant)GrayVol,,0
APOE Allele 2,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",wm-lh-parsorbitalis,White-matter-left-parsorbitalis-from_Qdec_wmparc.volume.stats_file,0
White-matter-left-parahippocampal-from Qdec Wmparc,,lh_S_precentral-inf-part_volume,,0
Left Precuneus Area,,rh_(fusiform)GrayVol,,0
Left Inferior Temporal Area,,Right-Accumbens-area,,0
White-matter-left-lingual-from Qdec Wmparc,,lh_G_temp_sup-Lateral_volume,Left_gyrus_temp_sup-Lateral_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Sulcus Circular Insula Inferior Volume From Qdec,,lh_S_circular_insula_inf_volume,,1
PET-hypoperfusion: angular right,,rh_S_oc-temp_med_and_Lingual_volume,Right_sulcus_oc-temp_med_and_Lingual_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Left Postcentral Gray Matter Volume,,lh_postcentral_volume,Left_postcentral_volume_from_Qdec_lh.aparc.volume.stats_file,1
Right Gyrus Insular Short Volume From Qdec,,CATANIMSC,,0
Headache,"Pain in various parts of the head, not confined to the area of distribution of any nerve.",FATHAGE,At what approximate age did symptoms start?,0
Right Sulcus Central Thickness From Qdec,,lh_G_front_middle_meancurv,Left_gyrus_frontal_middle_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Thalamus Volume,,Right-Thalamus-Proper,,1
Advanced Instrumental Activities of Daily Living (AIADL),A section of the Older Americans Resource Scale Multidimensional Functional Assessment Questionnaire (OMFAQ) that seeks information about a person's functional ability to conduct the complex activities of daily living that allow for independent living within a community.,(G_and_S_cingul-Ant)MeanCurv,,0
Left Lateral Orbitofrontal Cortical Mean,,ST36CV,Cortical Volume (aparc.stats) of LeftLateralOrbitofrontal,1
Right Amygdala Volume,,lramyg,,1
Left Sulcus Central Thickness From Qdec,,(S_central)ThickAvg,,1
Right Parahippocampal Gray Matter Volume,,LDELTOTAL,Total Number of Story Units Recalled,0
Left Sulcus Oc Sup And Transversal Thickness From Qdec,,lh_S_oc_sup_and_transversal_thickness,Left_sulcus_oc_sup_and_transversal_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Insula Meancurv From Qdec,,rh_bankssts_thickness,Right_banks_of_the_superior_temoral_sulcus_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Alzheimer's Disease Assessment Scale 11-item (ADAS11),"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recognition task for word 11 Trials 1, 2, 3.",rh_S_temporal_transverse_area,Right_sulcus_temporal_transverse_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Gyrus Oc-temp Lat-fusifor Thickness From Qdec,,rh_bankssts_volume,Right_banks_of_the_superior_temoral_sulcus_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Year of Birth,The year in which a person was born.,rh_G_and_S_cingul-Mid-Post_volume,,0
Left Sulcus Orbital Med-olfact Thickness From Qdec,,lh_S_orbital_med-olfact_thickness,Left_sulcus_orbital_med-olfact_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Vision,"Tests to assess the ability to focus on and discern objects, colors, depth, etc.",MOCA,,0
Year of Birth,The year in which a person was born.,BIRTHYR,Subject's year of birth:,1
Left Sulcus Temporal Inferior Area From Qdec,,rh_S_oc_middle_and_Lunatus_volume,,0
tTau in CSF,"Is a quantification of total tau protein, a biomarker for Alzheimer's disease.",Local_TTAU,,1
Left Cuneus Area,,rh_frontalpole_area,Right_frontalpole_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
Right Inferior Temporal Area,,lh_G_precuneus_thickness,Left_gyrus_precuneus_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Right Sulcus Circular Insula Sup Meancurv From Qdec,,rh_S_circular_insula_sup_meancurv,Right_sulcus_circular_insula_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Gyrus Precentral Area From Qdec,,rh_G_precentral_area,,1
Right Gyrus Precuneus Area From Qdec,,(G_precuneus)SurfArea,,1
Left Paracentral Area,,rh_G_temp_sup-Plan_tempo_meancurv,,0
Left Putamen Volume,,rh_S_front_middle_volume,,0
White-matter-Right-rostralanteriorcingulate-from Qdec Wmparc,White-matter-Right-rostralanteriorcingulate-from_Qdec_wmparc.volume.stats_file,rh_transversetemporal_volume,Right_transversetemporal_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Middle Temporal Gray Matter Volume,,ST99CV,Cortical Volume (aparc.stats) of RightMiddleTemporal,1
Left Sulcus Precentral-sup-part Meancurv From Qdec,,lh_S_precentral-sup-part_meancurv,,1
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,ST31CV,Cortical Volume (aparc.stats) of LeftInferiorParietal,0
Drug Abuse,The use of a drug for a reason other than which it was intended or in a manner or in quantities other than directed.,drug_abuse,,1
Right Sulcus Oc Sup And Transversal Thickness From Qdec,,(S_oc_sup_and_transversal)ThickAvg,,1
Right Caudalmiddlefrontal Volume From Qdec aparc,,rh_(caudalmiddlefrontal)GrayVol,,1
Left Parsorbitalis Mean Cortical Thickness,,rh_(paracentral)GrayVol,,0
Left Sulcus Frontal Sup Area From Qdec,,rh_G_front_middle_area,,0
Right Ventral Diencephalon Volume,,rh_G_precuneus_area,,0
Left Sulcus Oc-temp Lat Thickness From Qdec,,PTMARRY,4. Participant Marital Status,0
Right Postcentral Grey Matter Volume,,rh_(postcentral)GrayVol,,1
Left Precuneus Grey Matter Volume,,lh_precuneus_volume,Left_precuneus_volume_from_Qdec_lh.aparc.volume.stats_file,1
Right Sulcus Oc-temp Lat Thickness From Qdec,,rh_S_oc-temp_lat_thickness,Right_sulcus_oc-temp_lat_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Clinical Dementia Rating (CDR),"A standardized rating scale developed by John C. Morris in 1997 to evaluate the severity of an individual's cognitive impairment. This instrument contains 6 areas which include memory, orientation, judgment and problem solving, community affairs, home and hobbies, and personal care. Each item is rated on a scale from 0 to 3 with 0 being none and 3 being severe.",rh_(rostralmiddlefrontal)GrayVol,,0
Left Supramarginal Mean Cortical Thickness,,left_Whole_hippocampus,,0
Left Precuneus Area,,lh_precuneus_area,Left_precuneus_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),1
Left Gyrus Frontal Inf-Triangul Thickness From Qdec,,wm-rh-inferiortemporal,White-matter-Right-inferiortemporal-from_Qdec_wmparc.volume.stats_file,0
Right Gyrus Temp Sup-G T Transv Volume From Qdec,,right_CA3,Right_CA3,0
Right Gyrus Temp Sup-Plan Polar Thickness From Qdec,,rh_G_temp_sup-Plan_polar_thickness,Right_gyrus_temp_sup-Plan_polar_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Age,How long something has existed; elapsed time since birth.,Candidate_Age,Age in months at the time of test,1
White-matter-left-fusiform-from Qdec Wmparc,,wm-lh-fusiform,,1
Right Pars Triangularis Gray Matter Volume,,(Lat_Fis-post)GrayVol,,0
Right Sulcus Collat Transv Posterior Volume From Qdec,,rh_S_collat_transv_post_volume,Right_sulcus_collat_transv_posterior_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Right Gyrus Occipital Sup Thickness From Qdec,,rh_G_occipital_sup_thickness,Right_gyrus_occipital_sup_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Lateraloccipital Mean Cortical Thickness,,lh_lateraloccipital_thickness,,1
Left Gyrus Subcallosal Area From Qdec,,(G_subcallosal)SurfArea,,1
Right Caudal Anterior Cingulate Area,,rh_caudalanteriorcingulate_area,,1
Left Sulcus Pericallosal Area From Qdec,,lh_S_pericallosal_area,Left_sulcus_pericallosal_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Right Sulcus Frontal Middle Thickness From Qdec,,BCSWEATN,6. Sweating,0
Hippocampus Volume,,lh_S_occipital_ant_volume,,0
Left Hippocampus Volume,,lh_G_oc-temp_med-Lingual_area,Left_gyrus_oc-temp_med-Lingual_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Third Ventricle Volume,,rh_S_parieto_occipital_meancurv,Right_sulcus_parieto_occipital_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Thalamus Volume,,LeftThalamus,Volume of left thalamus,1
Left Sulcus Calcarine Meancurv From Qdec,,lh_S_calcarine_meancurv,,1
Right Gyrus Temporal Inferior Area From Qdec,,(G_temporal_inf)SurfArea,,1
Left Lateralorbitofrontal Mean Cortical Thickness,,rh_precentral_meancurv,Right_precentral_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),0
Left Choroid Plexus Volume,,lh_G_precentral_volume,,0
Right Sulcus Temporal Transverse Area From Qdec,,rh_S_temporal_transverse_area,,1
Right Cerebellum Gray Matter Volume,,rh_precuneus_meancurv,Right_precuneus_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),0
Right Medial Orbitofrontal Grey Matter Volume,,rh_medialorbitofrontal_volume,Right_medialorbitofrontal_volume_from_Qdec_rh.aparc.volume.stats_file,1
Left Caudal Middle Frontal Mean Cortical Thickness,,wm-rh-caudalmiddlefrontal,White-matter-Right-caudalmiddlefrontal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Right Gyrus Subcallosal Thickness From Qdec,,rh_G_subcallosal_thickness,Right_gyrus_subcallosal_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Gyrus Cingul-Post-dorsal Volume From Qdec,,rh_G_cingul-Post-dorsal_volume,Right_gyrus_cingul-Post-dorsal_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Sulcus Pericallosal Area From Qdec,,lh_S_pericallosal_area,,1
Right Superior Temporal Mean Cortical Thickness,,rh_G_occipital_middle_meancurv,,0
Handedness,The preferred hand of use for controlled and efficient performance of motor tasks.,ST97SA,Surface Area (aparc.stats) of RightLingual,0
Right Gyrus And Sulcus Paracentral Thickness From Qdec,,(G_and_S_paracentral)ThickAvg,,1
Right Sulcus Temporal Inferior Area From Qdec,,fu_year,,0
Left Lateraloccipital Area,,lh_G_cuneus_meancurv,,0
Left Sulcus Circular Insula Inferior Thickness From Qdec,,rh_S_oc_sup_and_transversal_thickness,Right_sulcus_oc_sup_and_transversal_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
White-matter-Right-insula-from Qdec Wmparc,White-matter-Right-insula-from_Qdec_wmparc.volume.stats_file,LLATVENT,,0
SupraTentorialVol From Qdec Aseg,,rh_lateraloccipital_volume,Right_lateraloccipital_volume_from_Qdec_rh.aparc.volume.stats_file,0
Left Lateralorbitofrontal Mean Cortical Thickness,,rh_cuneus_meancurv,Right_cuneus_meancurv_from_Qdec_rh.aparc.meancurv_file,0
Left Caudal Anterior Cingulate Mean Cortical Thickness,,LCACM,,1
Right Sulcus Orbital Lateral Volume From Qdec,,rh_G_cingul-Post-dorsal_thickness,Right_gyrus_cingul-Post-dorsal_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Lateraloccipital Area,,lh_(lateraloccipital)SurfArea,,1
Left CA3 Volume,Left_CA3,left_CA3,Left_CA3,1
Right Supramarginal Mean Cortical Thickness,,RLATORBM,,0
Right Supramarginal Mean Cortical Thickness,,RSUPMARM,,1
Intracraneal Volume,,lh_G_and_S_subcentral_meancurv,,0
Right Cuneus Area,,LPOSCENM,,0
Month of Birth,The month in which a person was born.,lh_S_oc-temp_med_and_Lingual_thickness,,0
Right Gyrus Temp Sup-Lateral Area From Qdec,,FLUCAC,Verbal_fluency_semantic,0
Right Gyrus Subcallosal Meancurv From Qdec,,rh_G_subcallosal_meancurv,Right_gyrus_subcallosal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Lat Fis-ant-Vertical Area From Qdec,,FATHAGE,At what approximate age did symptoms start?,0
Left Sulcus Frontal Sup Volume From Qdec,,lh_S_interm_prim-Jensen_thickness,,0
White-matter-left-transversetemporal-from Qdec Wmparc,,lh_S_oc_sup_and_transversal_meancurv,Left_sulcus_oc_sup_and_transversal_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Left Gyrus Precentral Meancurv From Qdec,,lh_G_precentral_meancurv,Left_gyrus_precentral_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Right Cuneus Meancurv From Qdec,,rh_(cuneus)MeanCurv,,1
Right Sulcus Temporal Inferior Area From Qdec,,lh_G_parietal_sup_meancurv,Left_gyrus_parietal_sup_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Sulcus Calcarine Area From Qdec,,rh_S_calcarine_area,,1
Right Gyrus Temp Sup-Lateral Area From Qdec,,lh_G_and_S_cingul-Mid-Ant_area,Left_gyrus_and_sulcus_cingul-Mid-Ant_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Gyrus And Sulcus Frontomargin Volume From Qdec,,Right_Amygdala,,0
Left Sulcus And Gyrus Paracentral Area,,(G_and_S_paracentral)SurfArea,,1
Left Sulcus Orbital Med-olfact Area From Qdec,,lh_G_oc-temp_med-Parahip_area,Left_gyrus_oc-temp_med-Parahip_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Smoking,,rh_S_calcarine_area,Right_sulcus_calcarine_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Left Parahippocampal Area,,lh_parahippocampal_area,,1
Right Gyrus And Sulcus Cingul-Ant Volume From Qdec,,(G_insular_short)ThickAvg,,0
Right Gyrus Temporal Middle Area From Qdec,,years_education,,0
Right Sulcus Collat Transv Posterior Thickness From Qdec,,rh_S_collat_transv_post_thickness,Right_sulcus_collat_transv_posterior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Participant ID,An alphanumeric identifier assigned to a specific patient.,lh_superiorfrontal_volume,,0
Left Sulcus Frontal Middle Area From Qdec,,lh_S_front_middle_area,Left_sulcus_frontal_middle_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Left Gyrus Frontal Sup Volume From Qdec,,lh_G_front_sup_volume,,1
Smoking,,smoking,,1
Left Whole Hippocampus Volume,Left_Whole_hippocampus,left_Whole_hippocampus,,1
Left Sulcus Temporal Inferior Thickness From Qdec,,lh_S_temporal_inf_thickness,Left_sulcus_temporal_inferior_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Precentral Area,,Right-Cerebellum-White-Matter,,0
Right Pericalcarine Gray Matter Volume,,llsupalv,,0
Right Lat Fis-post Meancurv From Qdec,,rh_Lat_Fis-post_meancurv,Right_Lat_Fis-post_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Sulcus Circular Insula Anterior Thickness From Qdec,,(G_cingul-Post-dorsal)ThickAvg,,0
Left Paracentral Gray Matter Volume,,lh_G_occipital_sup_area,,0
Right Gyrus Oc-temp Med-Lingual Area From Qdec,,Country_Of_Residence,Country_subject_lived_in_during_the_study,0
Right Gyrus Cingul-Post-ventral Area From Qdec,,rh_S_orbital-H_Shaped_area,Right_sulcus_orbital-H_Shaped_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
